Brand,Model,Theft Rate (%),Province,Place,Hijacking_Rate,Crime_Level,Crime_Level_Num,Driver_Age,Claims,Vehicle_Value,Vehicle_Year,Annual_Mileage,Tracker,Alarm,Immobilizer,Married,Coverage,Usage,Parking,Theft_Rate,Area_Hijack,Premium
Toyota,Hilux,2.5,KwaZulu-Natal,Esikhaleni,4.5,High,1.5,52,0,1218195,2023,16379,0,0,0,0,Comprehensive,Weekend Only,Carport,2.5,4.5,12477.52
Toyota,Hilux,2.5,KwaZulu-Natal,Calcutta,1.0,Low,1.0,19,1,1668334,2023,4847,0,0,0,0,Comprehensive,Daily Commute,Carport,2.5,1.0,46477.41
Toyota,Hilux,2.5,Western Cape,Cape Town CBD,2.5,Medium,1.3,44,1,888035,2013,26042,0,1,1,0,Smart,Daily Commute,Carport,2.5,2.5,6480.15
Toyota,Hilux,2.5,Western Cape,Khayelitsha,4.8,High,1.5,19,2,2635193,2004,25830,1,0,0,0,Smart,Weekend Only,Carport,2.5,4.8,88352.57
Toyota,Hilux,2.5,Western Cape,Rondebosch,1.2,Low,1.0,52,1,2581598,2026,26467,1,0,0,1,Third-Party,Weekend Only,Street,2.5,1.2,25152.1
Toyota,Hilux,2.5,Western Cape,Nyanga,4.0,High,1.5,35,0,1778478,2023,35500,0,0,0,0,Smart,Occasional,Street,2.5,4.0,19195.56
Toyota,Hilux,2.5,Western Cape,Gugulethu,3.8,High,1.5,31,2,2923075,2005,42081,0,1,0,0,Smart,Occasional,Carport,2.5,3.8,86153.38
Toyota,Hilux,2.5,Western Cape,Sea Point,1.5,Low,1.0,37,0,1956415,2025,25620,0,1,0,0,Comprehensive,Daily Commute,Carport,2.5,1.5,25016.4
Toyota,Hilux,2.5,Western Cape,Philippi East,3.2,Medium,1.3,35,0,638109,2021,47577,0,1,0,0,Comprehensive,Occasional,Street,2.5,3.2,4799.31
Toyota,Hilux,2.5,Western Cape,Delft,3.5,Medium,1.3,27,2,357834,2014,36926,1,0,0,1,Comprehensive,Occasional,Garage,2.5,3.5,2032.85
Toyota,Hilux,2.5,Western Cape,Mfuleni,4.2,High,1.5,42,2,2688094,2003,26195,0,1,0,0,Comprehensive,Daily Commute,Carport,2.5,4.2,112917.17
Toyota,Hilux,2.5,Western Cape,Harare,4.0,High,1.5,19,0,520773,2009,46254,1,1,0,1,Smart,Weekend Only,Carport,2.5,4.0,1800.4
Toyota,Hilux,2.5,Eastern Cape,Port Elizabeth,3.0,Medium,1.3,42,2,2793699,2026,30222,0,1,0,1,Comprehensive,Occasional,Garage,2.5,3.0,67247.41
Toyota,Hilux,2.5,Eastern Cape,Cambridge,3.5,Medium,1.3,50,0,800904,2018,6619,1,0,1,0,Third-Party,Business,Street,2.5,3.5,3223.17
Toyota,Hilux,2.5,Eastern Cape,Kwazakele,4.2,High,1.5,53,1,1458984,2008,12503,0,1,0,1,Third-Party,Business,Carport,2.5,4.2,18943.91
Toyota,Hilux,2.5,Eastern Cape,New Brighton,3.8,High,1.5,48,0,2971030,2020,34287,0,0,0,1,Third-Party,Weekend Only,Garage,2.5,3.8,24629.67
Toyota,Hilux,2.5,Eastern Cape,Summerstrand,1.5,Low,1.0,31,0,3563387,2025,22428,0,0,0,0,Smart,Daily Commute,Garage,2.5,1.5,63950.21
Toyota,Hilux,2.5,Eastern Cape,North End,2.0,Medium,1.3,18,2,1681348,2009,3210,1,1,0,0,Comprehensive,Daily Commute,Carport,2.5,2.0,58765.78
Toyota,Hilux,2.5,Eastern Cape,Walmer,1.0,Low,1.0,63,2,628366,2003,13606,0,1,0,0,Smart,Business,Garage,2.5,1.0,8857.34
Toyota,Hilux,2.5,Eastern Cape,Central,2.5,Medium,1.3,33,2,583259,2021,37938,0,1,0,1,Comprehensive,Occasional,Garage,2.5,2.5,3227.42
Toyota,Hilux,2.5,Eastern Cape,Mount Road,3.5,Medium,1.3,63,2,1485544,2003,25857,1,1,0,0,Third-Party,Daily Commute,Carport,2.5,3.5,21403.56
Toyota,Hilux,2.5,Eastern Cape,Stanford Terrace,1.2,Low,1.0,69,0,3734241,2005,20132,0,1,0,1,Smart,Occasional,Carport,2.5,1.2,72654.07
Toyota,Hilux,2.5,Mpumalanga,Witbank,3.5,Medium,1.3,20,0,2543394,2025,17558,0,0,0,1,Smart,Occasional,Garage,2.5,3.5,48568.02
Toyota,Hilux,2.5,Mpumalanga,Secunda,2.8,Medium,1.3,52,1,134745,2007,2918,1,0,0,0,Smart,Weekend Only,Carport,2.5,2.8,202.53
Toyota,Hilux,2.5,Mpumalanga,Vosman,4.0,High,1.5,58,2,1349844,2015,27695,0,0,0,1,Third-Party,Daily Commute,Carport,2.5,4.0,18616.2
Toyota,Hilux,2.5,Mpumalanga,Bethal,1.0,Low,1.0,23,0,3680203,2007,10897,0,0,0,1,Comprehensive,Business,Garage,2.5,1.0,177796.74
Toyota,Hilux,2.5,Mpumalanga,Middleburg,1.5,Low,1.0,42,1,3382287,2015,24438,0,0,0,0,Comprehensive,Business,Carport,2.5,1.5,144096.78
Toyota,Hilux,2.5,Limpopo,Polokwane,2.5,Medium,1.3,30,2,1832612,2005,23313,0,1,0,0,Smart,Business,Street,2.5,2.5,57617.24
Toyota,Hilux,2.5,Limpopo,Mankweng,4.2,High,1.5,51,0,2168873,2016,46390,0,0,0,1,Smart,Weekend Only,Carport,2.5,4.2,29239.58
Toyota,Hilux,2.5,North West,Mmabatho,4.0,High,1.5,25,0,3601531,2000,4861,0,1,1,1,Smart,Weekend Only,Street,2.5,4.0,64173.72
Toyota,Hilux,2.5,North West,Rustenburg,2.0,Medium,1.3,38,1,2266030,2018,36575,0,1,0,1,Smart,Business,Garage,2.5,2.0,56323.21
Toyota,Hilux,2.5,North West,Potchefstroom,1.2,Low,1.0,51,0,2720877,2017,27975,0,1,0,0,Comprehensive,Weekend Only,Garage,2.5,1.2,41782.77
Toyota,Hilux,2.5,Northern Cape,Kimberley,3.5,Medium,1.3,21,2,210061,2016,4649,1,0,0,1,Smart,Business,Carport,2.5,3.5,907.33
Toyota,Hilux,2.5,Northern Cape,Upington,1.0,Low,1.0,42,0,3893814,2016,6423,1,1,0,1,Comprehensive,Business,Carport,2.5,1.0,90231.09
Toyota,Hilux,2.5,Free State,Bloemfontein,3.0,Medium,1.3,32,0,1834476,2011,44580,1,0,0,0,Comprehensive,Occasional,Garage,2.5,3.0,23150.19
Toyota,Hilux,2.5,Free State,Welkom,2.0,Medium,1.3,21,0,3200623,2011,37210,0,0,0,1,Comprehensive,Business,Carport,2.5,2.0,168651.07
Ford,Ranger,2.2,Gauteng,Sandton,1.2,Low,1.0,62,0,3023421,2005,9639,1,0,1,0,Smart,Daily Commute,Carport,2.2,1.2,61690.99
Ford,Ranger,2.2,Gauteng,Midrand,2.5,Medium,1.3,29,2,1731079,2006,4595,0,1,0,0,Smart,Weekend Only,Garage,2.2,2.5,27455.89
Ford,Ranger,2.2,Gauteng,Ivory Park,4.5,High,1.5,49,0,2544733,2007,23521,0,1,0,0,Comprehensive,Daily Commute,Garage,2.2,4.5,61857.11
Ford,Ranger,2.2,Gauteng,Roodepoort,3.8,High,1.5,49,2,1050544,2002,47974,0,0,1,0,Third-Party,Business,Street,2.2,3.8,17942.72
Ford,Ranger,2.2,Gauteng,Bramley,2.0,Medium,1.3,45,0,2521410,2016,47132,1,1,0,1,Comprehensive,Business,Street,2.2,2.0,65371.4
Ford,Ranger,2.2,Gauteng,Honeydew,1.5,Low,1.0,30,2,1442336,2020,6075,0,0,0,1,Comprehensive,Daily Commute,Garage,2.2,1.5,37853.31
Ford,Ranger,2.2,Gauteng,Soweto,4.8,High,1.5,48,0,2295632,2007,34241,0,0,1,0,Comprehensive,Daily Commute,Garage,2.2,4.8,54194.96
Ford,Ranger,2.2,Gauteng,Sandringham,3.2,Medium,1.3,31,0,981657,2026,11641,1,0,0,1,Comprehensive,Weekend Only,Street,2.2,3.2,5655.23
Ford,Ranger,2.2,Gauteng,Akasia,2.8,Medium,1.3,37,1,2544183,2010,22326,1,1,1,0,Third-Party,Daily Commute,Garage,2.2,2.8,30923.79
Ford,Ranger,2.2,Gauteng,Midstream,1.0,Low,1.0,35,2,3872143,2019,36539,0,0,0,0,Third-Party,Business,Garage,2.2,1.0,98483.7
Ford,Ranger,2.2,KwaZulu-Natal,Durban North,1.3,Low,1.0,46,0,2963344,2017,38460,0,0,0,1,Comprehensive,Weekend Only,Garage,2.2,1.3,47808.24
Ford,Ranger,2.2,KwaZulu-Natal,Umlazi,4.2,High,1.5,23,1,3747768,2015,27094,0,0,0,1,Comprehensive,Weekend Only,Carport,2.2,4.2,158765.48
Ford,Ranger,2.2,KwaZulu-Natal,Inanda,3.5,Medium,1.3,49,0,805089,2024,20735,0,0,0,0,Third-Party,Daily Commute,Street,2.2,3.5,3084.92
Ford,Ranger,2.2,KwaZulu-Natal,Mariannhill,2.9,Medium,1.3,46,0,2029880,2012,44095,1,0,0,1,Comprehensive,Business,Street,2.2,2.9,63507.29
Ford,Ranger,2.2,KwaZulu-Natal,Mankweng,4.0,High,1.5,60,0,3272301,2008,21156,1,0,0,0,Comprehensive,Weekend Only,Street,2.2,4.0,62822.52
Ford,Ranger,2.2,KwaZulu-Natal,Berea,1.5,Low,1.0,19,0,3628998,2018,35679,0,0,0,0,Third-Party,Business,Garage,2.2,1.5,77297.09
Ford,Ranger,2.2,KwaZulu-Natal,Plessislaer,2.8,Medium,1.3,40,1,252888,2006,11007,0,1,0,0,Comprehensive,Business,Garage,2.2,2.8,861.33
Ford,Ranger,2.2,KwaZulu-Natal,Mountain Rise,3.8,High,1.5,36,0,3494738,2016,44922,0,0,1,0,Smart,Business,Carport,2.2,3.8,70909.62
Ford,Ranger,2.2,KwaZulu-Natal,Esikhaleni,4.5,High,1.5,48,2,847424,2007,15377,0,0,0,1,Smart,Daily Commute,Street,2.2,4.5,9835.53
Ford,Ranger,2.2,KwaZulu-Natal,Calcutta,1.0,Low,1.0,68,0,2967280,2007,3800,0,0,0,1,Smart,Occasional,Garage,2.2,1.0,55993.38
Ford,Ranger,2.2,Western Cape,Cape Town CBD,2.5,Medium,1.3,22,1,3659226,2002,19192,0,0,0,1,Comprehensive,Weekend Only,Garage,2.2,2.5,141190.35
Ford,Ranger,2.2,Western Cape,Khayelitsha,4.8,High,1.5,36,2,2391038,2015,39901,0,0,0,1,Smart,Weekend Only,Carport,2.2,4.8,58773.47
Ford,Ranger,2.2,Western Cape,Rondebosch,1.2,Low,1.0,51,2,1993705,2011,43529,0,0,0,0,Smart,Weekend Only,Garage,2.2,1.2,27386.17
Ford,Ranger,2.2,Western Cape,Nyanga,4.0,High,1.5,27,0,3279269,2014,2969,1,0,0,0,Smart,Occasional,Street,2.2,4.0,59993.64
Ford,Ranger,2.2,Western Cape,Gugulethu,3.8,High,1.5,42,0,3258566,2020,38847,0,0,0,0,Third-Party,Weekend Only,Street,2.2,3.8,32321.12
Ford,Ranger,2.2,Western Cape,Sea Point,1.5,Low,1.0,19,2,2501573,2003,17601,0,1,0,0,Comprehensive,Occasional,Street,2.2,1.5,141996.03
Ford,Ranger,2.2,Western Cape,Philippi East,3.2,Medium,1.3,28,1,1489412,2022,49456,0,0,0,1,Comprehensive,Daily Commute,Street,2.2,3.2,38749.9
Ford,Ranger,2.2,Western Cape,Delft,3.5,Medium,1.3,67,0,339709,2026,38087,0,0,1,0,Comprehensive,Daily Commute,Carport,2.2,3.5,1556.82
Ford,Ranger,2.2,Western Cape,Mfuleni,4.2,High,1.5,48,2,3245313,2006,39473,1,0,0,0,Third-Party,Business,Garage,2.2,4.2,68544.23
Ford,Ranger,2.2,Western Cape,Harare,4.0,High,1.5,32,0,1012337,2010,41379,0,1,0,0,Comprehensive,Weekend Only,Carport,2.2,4.0,14662.08
Ford,Ranger,2.2,Eastern Cape,Port Elizabeth,3.0,Medium,1.3,26,0,3589431,2023,32655,1,0,1,1,Smart,Weekend Only,Carport,2.2,3.0,40686.88
Ford,Ranger,2.2,Eastern Cape,Cambridge,3.5,Medium,1.3,40,0,2955678,2004,17259,0,0,0,0,Comprehensive,Weekend Only,Street,2.2,3.5,66436.58
Ford,Ranger,2.2,Eastern Cape,Kwazakele,4.2,High,1.5,36,0,2319504,2012,2387,0,1,0,1,Comprehensive,Occasional,Street,2.2,4.2,52798.29
Ford,Ranger,2.2,Eastern Cape,New Brighton,3.8,High,1.5,26,0,3776663,2010,48753,0,0,0,0,Comprehensive,Daily Commute,Garage,2.2,3.8,115184.58
Ford,Ranger,2.2,Eastern Cape,Summerstrand,1.5,Low,1.0,52,0,2856890,2004,42835,1,1,0,0,Comprehensive,Business,Street,2.2,1.5,83756.98
Ford,Ranger,2.2,Eastern Cape,North End,2.0,Medium,1.3,38,2,997017,2007,47814,1,1,0,0,Comprehensive,Business,Carport,2.2,2.0,13324.08
Ford,Ranger,2.2,Eastern Cape,Walmer,1.0,Low,1.0,26,0,977658,2020,4489,0,1,0,0,Comprehensive,Business,Carport,2.2,1.0,10045.41
Ford,Ranger,2.2,Eastern Cape,Central,2.5,Medium,1.3,45,2,1990806,2016,43475,0,1,1,1,Smart,Weekend Only,Carport,2.2,2.5,23007.03
Ford,Ranger,2.2,Eastern Cape,Mount Road,3.5,Medium,1.3,63,0,3627078,2010,4890,0,0,0,1,Smart,Weekend Only,Garage,2.2,3.5,66241.54
Ford,Ranger,2.2,Eastern Cape,Stanford Terrace,1.2,Low,1.0,68,0,2943412,2018,47100,1,0,0,1,Comprehensive,Business,Carport,2.2,1.2,93247.67
Ford,Ranger,2.2,Mpumalanga,Witbank,3.5,Medium,1.3,24,0,3838066,2017,36210,0,0,0,1,Comprehensive,Business,Garage,2.2,3.5,166722.09
Ford,Ranger,2.2,Mpumalanga,Secunda,2.8,Medium,1.3,33,0,3607622,2009,2722,0,0,0,1,Comprehensive,Business,Street,2.2,2.8,159189.47
Ford,Ranger,2.2,Mpumalanga,Vosman,4.0,High,1.5,33,1,1770230,2004,10947,1,0,0,0,Comprehensive,Daily Commute,Garage,2.2,4.0,37358.9
Ford,Ranger,2.2,Mpumalanga,Bethal,1.0,Low,1.0,50,0,331718,2023,37018,0,0,0,1,Smart,Weekend Only,Street,2.2,1.0,763.99
Ford,Ranger,2.2,Mpumalanga,Middleburg,1.5,Low,1.0,21,1,3240911,2024,37354,1,0,0,0,Smart,Business,Street,2.2,1.5,124820.41
Ford,Ranger,2.2,Limpopo,Polokwane,2.5,Medium,1.3,21,0,1812683,2024,43345,1,0,0,0,Third-Party,Weekend Only,Street,2.2,2.5,13719.38
Ford,Ranger,2.2,Limpopo,Mankweng,4.2,High,1.5,56,1,1437326,2000,24510,1,1,0,0,Third-Party,Daily Commute,Garage,2.2,4.2,12030.02
Ford,Ranger,2.2,North West,Mmabatho,4.0,High,1.5,57,1,2306862,2016,41541,1,1,0,0,Smart,Daily Commute,Garage,2.2,4.0,40699.8
Ford,Ranger,2.2,North West,Rustenburg,2.0,Medium,1.3,34,0,2214346,2016,13207,0,0,1,1,Comprehensive,Occasional,Street,2.2,2.0,50458.09
Ford,Ranger,2.2,North West,Potchefstroom,1.2,Low,1.0,54,0,1549345,2000,17073,0,0,1,0,Comprehensive,Occasional,Carport,2.2,1.2,18658.31
Ford,Ranger,2.2,Northern Cape,Kimberley,3.5,Medium,1.3,56,1,2183234,2024,14647,0,1,0,0,Comprehensive,Weekend Only,Carport,2.2,3.5,43636.5
Ford,Ranger,2.2,Northern Cape,Upington,1.0,Low,1.0,69,1,2828818,2000,10190,1,0,0,0,Comprehensive,Weekend Only,Street,2.2,1.0,89133.68
Ford,Ranger,2.2,Free State,Bloemfontein,3.0,Medium,1.3,46,0,954803,2022,38855,0,0,0,0,Comprehensive,Weekend Only,Carport,2.2,3.0,5328.4
Ford,Ranger,2.2,Free State,Welkom,2.0,Medium,1.3,69,0,3333627,2021,39846,0,0,0,0,Comprehensive,Business,Garage,2.2,2.0,115952.71
Volkswagen,Polo Vivo,1.8,Gauteng,Sandton,1.2,Low,1.0,53,0,2427103,2008,10142,1,0,0,1,Comprehensive,Weekend Only,Street,1.8,1.2,45164.2
Volkswagen,Polo Vivo,1.8,Gauteng,Midrand,2.5,Medium,1.3,55,2,1290990,2026,28543,1,0,0,0,Smart,Weekend Only,Carport,1.8,2.5,13139.12
Volkswagen,Polo Vivo,1.8,Gauteng,Ivory Park,4.5,High,1.5,56,1,3237871,2024,47260,0,1,0,0,Third-Party,Business,Carport,1.8,4.5,53599.55
Volkswagen,Polo Vivo,1.8,Gauteng,Roodepoort,3.8,High,1.5,67,0,2279104,2003,37806,0,0,0,0,Comprehensive,Occasional,Carport,1.8,3.8,63398.31
Volkswagen,Polo Vivo,1.8,Gauteng,Bramley,2.0,Medium,1.3,54,0,1429134,2008,44032,0,1,0,0,Third-Party,Business,Garage,1.8,2.0,12849.35
Volkswagen,Polo Vivo,1.8,Gauteng,Honeydew,1.5,Low,1.0,69,2,3951390,2013,28876,0,0,1,0,Comprehensive,Daily Commute,Garage,1.8,1.5,187185.19
Volkswagen,Polo Vivo,1.8,Gauteng,Soweto,4.8,High,1.5,52,0,871147,2014,16413,0,1,0,0,Smart,Daily Commute,Carport,1.8,4.8,5397.3
Volkswagen,Polo Vivo,1.8,Gauteng,Sandringham,3.2,Medium,1.3,24,1,1825990,2015,2768,0,0,0,0,Smart,Weekend Only,Carport,1.8,3.2,35771.07
Volkswagen,Polo Vivo,1.8,Gauteng,Akasia,2.8,Medium,1.3,44,1,2169354,2015,29255,0,0,0,0,Comprehensive,Weekend Only,Carport,1.8,2.8,56443.78
Volkswagen,Polo Vivo,1.8,Gauteng,Midstream,1.0,Low,1.0,45,0,2709427,2012,43946,0,0,0,0,Comprehensive,Weekend Only,Carport,1.8,1.0,53278.02
Volkswagen,Polo Vivo,1.8,KwaZulu-Natal,Durban North,1.3,Low,1.0,39,0,2323964,2013,46066,0,1,1,0,Smart,Business,Street,1.8,1.3,54982.86
Volkswagen,Polo Vivo,1.8,KwaZulu-Natal,Umlazi,4.2,High,1.5,31,0,831562,2021,7557,1,1,0,0,Third-Party,Occasional,Carport,1.8,4.2,2398.96
Volkswagen,Polo Vivo,1.8,KwaZulu-Natal,Inanda,3.5,Medium,1.3,24,2,3282576,2020,45319,0,0,1,0,Comprehensive,Business,Carport,1.8,3.5,225800.0
Volkswagen,Polo Vivo,1.8,KwaZulu-Natal,Mariannhill,2.9,Medium,1.3,54,1,1587682,2008,29620,0,0,0,1,Comprehensive,Weekend Only,Street,1.8,2.9,28715.01
Volkswagen,Polo Vivo,1.8,KwaZulu-Natal,Mankweng,4.0,High,1.5,39,0,3390671,2022,20691,0,1,1,1,Third-Party,Occasional,Street,1.8,4.0,31060.85
Volkswagen,Polo Vivo,1.8,KwaZulu-Natal,Berea,1.5,Low,1.0,22,0,2414628,2008,36157,1,1,1,0,Smart,Daily Commute,Carport,1.8,1.5,57551.42
Volkswagen,Polo Vivo,1.8,KwaZulu-Natal,Plessislaer,2.8,Medium,1.3,19,0,1777563,2020,41507,1,1,0,0,Comprehensive,Occasional,Carport,1.8,2.8,26768.01
Volkswagen,Polo Vivo,1.8,KwaZulu-Natal,Mountain Rise,3.8,High,1.5,44,0,290721,2003,12773,0,0,1,1,Comprehensive,Occasional,Street,1.8,3.8,572.31
Volkswagen,Polo Vivo,1.8,KwaZulu-Natal,Esikhaleni,4.5,High,1.5,38,0,285366,2009,12263,1,0,0,1,Smart,Business,Garage,1.8,4.5,508.01
Volkswagen,Polo Vivo,1.8,KwaZulu-Natal,Calcutta,1.0,Low,1.0,55,0,2732509,2002,15386,0,0,0,0,Smart,Occasional,Garage,1.8,1.0,39508.75
Volkswagen,Polo Vivo,1.8,Western Cape,Cape Town CBD,2.5,Medium,1.3,32,0,3246137,2020,24381,0,0,1,0,Comprehensive,Occasional,Garage,1.8,2.5,61700.9
Volkswagen,Polo Vivo,1.8,Western Cape,Khayelitsha,4.8,High,1.5,38,2,318329,2008,44629,0,0,0,0,Smart,Daily Commute,Street,1.8,4.8,2050.42
Volkswagen,Polo Vivo,1.8,Western Cape,Rondebosch,1.2,Low,1.0,27,1,416166,2018,17258,0,0,0,0,Smart,Occasional,Carport,1.8,1.2,1564.32
Volkswagen,Polo Vivo,1.8,Western Cape,Nyanga,4.0,High,1.5,40,0,2631003,2015,27993,0,0,0,0,Comprehensive,Business,Garage,1.8,4.0,81243.62
Volkswagen,Polo Vivo,1.8,Western Cape,Gugulethu,3.8,High,1.5,56,2,2268841,2015,41021,0,1,0,0,Comprehensive,Daily Commute,Garage,1.8,3.8,87307.06
Volkswagen,Polo Vivo,1.8,Western Cape,Sea Point,1.5,Low,1.0,22,0,166948,2016,41001,0,1,0,0,Comprehensive,Occasional,Carport,1.8,1.5,420.52
Volkswagen,Polo Vivo,1.8,Western Cape,Philippi East,3.2,Medium,1.3,18,1,2873998,2017,14324,0,0,0,0,Smart,Weekend Only,Street,1.8,3.2,88080.58
Volkswagen,Polo Vivo,1.8,Western Cape,Delft,3.5,Medium,1.3,30,0,1634475,2009,29445,0,0,0,1,Comprehensive,Occasional,Garage,1.8,3.5,24217.48
Volkswagen,Polo Vivo,1.8,Western Cape,Mfuleni,4.2,High,1.5,38,0,3761673,2020,28162,0,0,0,1,Comprehensive,Daily Commute,Garage,1.8,4.2,84127.08
Volkswagen,Polo Vivo,1.8,Western Cape,Harare,4.0,High,1.5,43,2,602750,2018,6667,0,1,1,0,Smart,Occasional,Carport,1.8,4.0,3756.9
Volkswagen,Polo Vivo,1.8,Eastern Cape,Port Elizabeth,3.0,Medium,1.3,67,0,3977840,2021,34383,1,0,0,1,Comprehensive,Daily Commute,Carport,1.8,3.0,104944.0
Volkswagen,Polo Vivo,1.8,Eastern Cape,Cambridge,3.5,Medium,1.3,62,0,149299,2014,22786,1,0,0,0,Third-Party,Daily Commute,Street,1.8,3.5,224.88
Volkswagen,Polo Vivo,1.8,Eastern Cape,Kwazakele,4.2,High,1.5,38,0,3051338,2014,12418,0,0,0,0,Third-Party,Business,Carport,1.8,4.2,50978.42
Volkswagen,Polo Vivo,1.8,Eastern Cape,New Brighton,3.8,High,1.5,35,0,2055143,2010,33259,0,0,0,1,Smart,Occasional,Street,1.8,3.8,43975.64
Volkswagen,Polo Vivo,1.8,Eastern Cape,Summerstrand,1.5,Low,1.0,54,0,1869390,2007,33651,0,0,0,1,Comprehensive,Weekend Only,Street,1.8,1.5,25653.86
Volkswagen,Polo Vivo,1.8,Eastern Cape,North End,2.0,Medium,1.3,62,0,404417,2021,16055,1,0,0,1,Third-Party,Daily Commute,Carport,1.8,2.0,924.51
Volkswagen,Polo Vivo,1.8,Eastern Cape,Walmer,1.0,Low,1.0,49,1,3185552,2015,11123,0,1,0,0,Third-Party,Daily Commute,Garage,1.8,1.0,48455.98
Volkswagen,Polo Vivo,1.8,Eastern Cape,Central,2.5,Medium,1.3,53,0,573622,2009,41756,0,0,0,0,Third-Party,Business,Garage,1.8,2.5,1527.54
Volkswagen,Polo Vivo,1.8,Eastern Cape,Mount Road,3.5,Medium,1.3,34,1,3547269,2008,15755,0,0,1,0,Comprehensive,Business,Garage,1.8,3.5,156452.13
Volkswagen,Polo Vivo,1.8,Eastern Cape,Stanford Terrace,1.2,Low,1.0,52,2,1685652,2014,11734,0,0,0,0,Smart,Business,Carport,1.8,1.2,41026.84
Volkswagen,Polo Vivo,1.8,Mpumalanga,Witbank,3.5,Medium,1.3,66,1,1282171,2021,36760,1,0,0,1,Third-Party,Daily Commute,Street,1.8,3.5,15343.0
Volkswagen,Polo Vivo,1.8,Mpumalanga,Secunda,2.8,Medium,1.3,28,0,745644,2004,46666,0,0,0,0,Smart,Weekend Only,Street,1.8,2.8,4700.94
Volkswagen,Polo Vivo,1.8,Mpumalanga,Vosman,4.0,High,1.5,38,0,1720828,2019,38827,1,0,0,0,Smart,Daily Commute,Carport,1.8,4.0,16528.82
Volkswagen,Polo Vivo,1.8,Mpumalanga,Bethal,1.0,Low,1.0,69,1,517212,2001,25587,1,0,0,0,Comprehensive,Business,Carport,1.8,1.0,4211.07
Volkswagen,Polo Vivo,1.8,Mpumalanga,Middleburg,1.5,Low,1.0,43,2,3534119,2021,41661,1,1,0,1,Smart,Business,Carport,1.8,1.5,98087.12
Volkswagen,Polo Vivo,1.8,Limpopo,Polokwane,2.5,Medium,1.3,21,0,335850,2015,13741,1,0,0,1,Third-Party,Business,Carport,1.8,2.5,1313.63
Volkswagen,Polo Vivo,1.8,Limpopo,Mankweng,4.2,High,1.5,51,0,3692558,2017,21528,0,0,0,0,Smart,Business,Garage,1.8,4.2,75400.38
Volkswagen,Polo Vivo,1.8,North West,Mmabatho,4.0,High,1.5,69,1,595212,2015,25266,0,1,1,1,Third-Party,Daily Commute,Garage,1.8,4.0,1951.26
Volkswagen,Polo Vivo,1.8,North West,Rustenburg,2.0,Medium,1.3,65,1,1613169,2004,25854,0,1,0,1,Comprehensive,Business,Garage,1.8,2.0,49023.57
Volkswagen,Polo Vivo,1.8,North West,Potchefstroom,1.2,Low,1.0,35,1,2697361,2000,17706,0,1,0,1,Comprehensive,Weekend Only,Garage,1.8,1.2,72927.82
Volkswagen,Polo Vivo,1.8,Northern Cape,Kimberley,3.5,Medium,1.3,57,0,2575800,2018,44494,0,0,0,0,Comprehensive,Weekend Only,Street,1.8,3.5,50750.68
Volkswagen,Polo Vivo,1.8,Northern Cape,Upington,1.0,Low,1.0,52,0,2013968,2009,17876,0,0,0,0,Smart,Daily Commute,Garage,1.8,1.0,37208.28
Volkswagen,Polo Vivo,1.8,Free State,Bloemfontein,3.0,Medium,1.3,58,2,2699253,2020,47802,0,0,0,1,Third-Party,Business,Carport,1.8,3.0,62764.17
Volkswagen,Polo Vivo,1.8,Free State,Welkom,2.0,Medium,1.3,46,0,3834764,2012,21058,0,1,1,0,Third-Party,Occasional,Carport,1.8,2.0,35236.52
Suzuki,Swift,1.5,Gauteng,Sandton,1.2,Low,1.0,69,2,3052572,2022,6548,0,0,0,1,Third-Party,Occasional,Carport,1.5,1.2,58110.35
Suzuki,Swift,1.5,Gauteng,Midrand,2.5,Medium,1.3,46,2,1829186,2023,31502,1,0,0,0,Smart,Daily Commute,Garage,1.5,2.5,23252.76
Suzuki,Swift,1.5,Gauteng,Ivory Park,4.5,High,1.5,55,1,3069662,2022,16263,1,1,0,0,Comprehensive,Business,Garage,1.5,4.5,87725.98
Suzuki,Swift,1.5,Gauteng,Roodepoort,3.8,High,1.5,59,0,717428,2022,3552,1,1,0,1,Smart,Weekend Only,Carport,1.5,3.8,2426.83
Suzuki,Swift,1.5,Gauteng,Bramley,2.0,Medium,1.3,38,1,1672791,2010,8014,0,1,0,0,Third-Party,Business,Carport,1.5,2.0,21054.04
Suzuki,Swift,1.5,Gauteng,Honeydew,1.5,Low,1.0,59,0,3669286,2014,15106,0,1,0,1,Comprehensive,Weekend Only,Garage,1.5,1.5,63593.82
Suzuki,Swift,1.5,Gauteng,Soweto,4.8,High,1.5,30,2,3048732,2001,19776,0,1,0,1,Comprehensive,Weekend Only,Street,1.5,4.8,125698.57
Suzuki,Swift,1.5,Gauteng,Sandringham,3.2,Medium,1.3,66,0,2711979,2005,17396,0,0,1,0,Smart,Weekend Only,Carport,1.5,3.2,48733.31
Suzuki,Swift,1.5,Gauteng,Akasia,2.8,Medium,1.3,58,2,2430979,2020,28455,0,0,0,0,Comprehensive,Weekend Only,Garage,1.5,2.8,63244.2
Suzuki,Swift,1.5,Gauteng,Midstream,1.0,Low,1.0,34,2,2280183,2010,43340,1,0,0,1,Third-Party,Weekend Only,Carport,1.5,1.0,36479.49
Suzuki,Swift,1.5,KwaZulu-Natal,Durban North,1.3,Low,1.0,26,1,2504447,2014,2648,0,0,0,1,Third-Party,Weekend Only,Garage,1.5,1.3,35568.01
